test-519	1
test-520	0
test-521	0
test-522	1
test-523	1
test-524	1
test-525	0
test-526	1
test-527	1
test-528	0
test-529	0
test-530	0
test-531	0
test-532	1
test-533	1
test-534	1
test-535	0
test-536	0
test-537	1
test-538	0
test-539	1
test-540	0
test-541	1
test-542	1
test-543	1
test-544	0
test-545	0
test-546	1
test-547	1
test-548	0
test-549	0
test-550	1
test-551	0
test-552	1
test-553	0
test-554	1
test-555	1
test-556	1
test-557	1
test-558	1
test-559	1
test-560	1
test-561	1
test-562	0
test-563	1
test-564	1
test-565	0
test-566	1
test-567	0
test-568	1
test-569	0
test-570	0
test-571	0
test-572	1
test-573	1
test-574	0
test-575	1
test-576	0
test-577	1
test-578	0
test-579	0
test-580	1
test-581	0
test-582	0
test-583	1
test-584	0
test-585	0
test-586	1
test-587	1
test-588	0
test-589	1
test-590	1
test-591	1
test-592	0
test-593	0
test-594	1
test-595	1
test-596	1
test-597	0
test-598	1
test-599	1
test-600	0
test-601	1
test-602	1
test-603	0
test-604	1
test-605	1
test-606	0
test-607	0
test-608	1
test-609	0
test-610	0
test-611	0
test-612	0
test-613	1
test-614	1
test-615	1
test-616	0
test-617	1
test-618	1
test-619	1
test-620	0
test-621	1
test-622	1
test-623	1
test-624	1
test-625	0
test-626	1
test-627	0
test-628	1
test-629	0
test-630	0
test-631	1
test-632	0
test-633	1
test-634	0
test-635	1
test-636	0
test-637	0
test-638	0
test-639	0
test-640	0
test-641	0
test-642	0
test-643	0
test-644	0
test-645	1
test-646	0
test-647	1
test-648	0
test-649	1
test-650	0
test-651	1
test-652	0
test-653	0
test-654	0
test-655	0
test-656	0
test-657	1
test-658	1
test-659	1
test-660	0
test-661	1
test-662	1
test-663	0
test-664	0
test-665	0
test-666	1
test-667	0
test-668	1
test-669	0
test-670	1
test-671	1
test-672	0
test-673	0
test-674	0
test-675	1
test-676	0
test-677	0
test-678	0
test-679	1
test-680	0
test-681	0
test-682	0
test-683	1
test-684	1
test-685	0
test-686	0
test-687	0
test-688	0
test-689	0
test-690	1
test-691	0
test-692	1
test-693	0
test-694	0
test-695	0
test-696	1
test-697	0
test-698	1
test-699	1
test-700	1
test-701	1
test-702	1
test-703	0
test-704	1
test-705	1
test-706	1
test-707	1
test-708	1
test-709	1
test-710	1
test-711	0
test-712	0
test-713	0
test-714	1
test-715	0
test-716	0
test-717	1
test-718	1
test-719	1
test-720	1
test-721	0
test-722	1
test-723	0
test-724	0
test-725	1
test-726	0
test-727	1
test-728	1
test-729	0
test-730	0
test-731	1
test-732	0
test-733	0
test-734	0
test-735	1
test-736	0
test-737	1
test-738	0
test-739	1
test-740	1
test-741	0
test-742	1
test-743	1
test-744	0
test-745	0
test-746	1
test-747	1
test-748	1
test-749	1
test-750	1
test-751	1
test-752	0
test-753	1
test-754	1
test-755	0
test-756	1
test-757	0
test-758	1
test-759	0
test-760	0
test-761	0
test-762	0
test-763	0
test-764	0
test-765	0
test-766	1
test-767	1
test-768	1
test-769	1
test-770	0
test-771	0
test-772	0
test-773	1
test-774	0
test-775	0
test-776	1
test-777	0
test-778	1
test-779	1
test-780	0
test-781	1
test-782	0
test-783	0
test-784	1
test-785	0
test-786	1
test-787	0
test-788	0
test-789	1
test-790	1
test-791	1
test-792	1
test-793	0
test-794	1
test-795	0
test-796	1
test-797	1
test-798	0
test-799	1
test-800	1
test-801	0
test-802	1
test-803	1
test-804	0
test-805	0
test-806	1
test-807	0
test-808	0
test-809	1
test-810	1
test-811	1
test-812	1
test-813	1
test-814	1
test-815	1
test-816	0
test-817	1
test-818	1
test-819	1
test-820	0
test-821	0
test-822	0
test-823	1
test-824	0
test-825	0
test-826	0
test-827	0
test-828	0
test-829	1
test-830	1
test-831	0
test-832	1
test-833	1
test-834	0
test-835	0
test-836	0
test-837	1
test-838	1
test-839	1
test-840	0
test-841	0
test-842	0
test-843	0
test-844	1
test-845	0
test-846	1
test-847	0
test-848	0
test-849	1
test-850	1
test-851	1
test-852	1
test-853	0
test-854	1
test-855	0
test-856	0
test-857	0
test-858	1
test-859	0
test-860	0
test-861	1
test-862	0
test-863	1
test-864	1
test-865	0
test-866	1
test-867	0
test-868	1
test-869	0
test-870	0
test-871	1
test-872	1
test-873	0
test-874	0
test-875	0
test-876	0
test-877	1
test-878	1
test-879	1
test-880	1
test-881	0
test-882	1
test-883	0
test-884	0
test-885	1
test-886	1
test-887	1
test-888	1
test-889	0
test-890	0
test-891	1
test-892	0
test-893	0
test-894	1
test-895	0
test-896	0
test-897	0
test-898	0
test-899	1
test-900	0
test-901	1
test-902	1
test-903	1
test-904	1
test-905	1
test-906	1
test-907	0
test-908	1
test-909	0
test-910	1
test-911	1
test-912	0
test-913	0
test-914	0
test-915	1
test-916	1
test-917	1
test-918	1
test-919	0
test-920	0
test-921	0
test-922	1
test-923	1
test-924	0
test-925	0
test-926	1
test-927	0
test-928	1
test-929	0
test-930	0
test-931	1
test-932	1
test-933	1
test-934	0
test-935	1
test-936	0
test-937	0
test-938	0
test-939	1
test-940	0
test-941	0
test-942	1
test-943	0
test-944	1
test-945	1
test-946	0
test-947	1
test-948	1
test-949	0
test-950	1
test-951	0
test-952	0
test-953	1
test-954	1
test-955	1
test-956	1
test-957	1
test-958	0
test-959	1
test-960	1
test-961	0
test-962	0
test-963	0
test-964	1
test-965	0
test-966	1
test-967	1
test-968	0
test-969	0
test-970	1
test-971	0
test-972	1
test-973	0
test-974	0
test-975	0
test-976	0
test-977	0
test-978	0
test-979	0
test-980	1
test-981	1
test-982	0
test-983	1
test-984	1
test-985	0
test-986	1
test-987	1
test-988	0
test-989	1
test-990	0
test-991	1
test-992	0
test-993	1
test-994	0
test-995	0
test-996	1
test-997	1
test-998	1
test-999	0
test-1000	1
test-1001	0
test-1002	1
test-1003	1
test-1004	0
test-1005	0
test-1006	0
test-1007	1
test-1008	1
test-1009	0
test-1010	0
test-1011	0
test-1012	0
test-1013	0
test-1014	1
test-1015	1
test-1016	1
test-1017	0
test-1018	0
test-1019	0
test-1020	0
test-1021	1
test-1022	1
test-1023	1
test-1024	1
test-1025	0
test-1026	0
test-1027	0
test-1028	0
test-1029	1
test-1030	0
test-1031	1
test-1032	0
test-1033	0
test-1034	1
test-1035	0
test-1036	1
test-1037	0
test-1038	1
test-1039	0
test-1040	0
test-1041	1
test-1042	0
test-1043	1
test-1044	1
test-1045	1
test-1046	0
test-1047	0
test-1048	1
test-1049	1
test-1050	1
test-1051	0
test-1052	1
test-1053	0
test-1054	1
test-1055	1
test-1056	1
test-1057	1
test-1058	0
test-1059	0
test-1060	1
test-1061	1
test-1062	1
test-1063	0
test-1064	0
test-1065	1
test-1066	1
test-1067	1
test-1068	0
test-1069	1
test-1070	0
test-1071	1
test-1072	1
test-1073	1
test-1074	1
test-1075	1
test-1076	0
test-1077	1
test-1078	1
test-1079	1
test-1080	0
test-1081	1
test-1082	0
test-1083	0
test-1084	0
test-1085	1
test-1086	0
test-1087	1
test-1088	1
test-1089	1
test-1090	1
test-1091	1
test-1092	0
test-1093	0
test-1094	1
test-1095	1
test-1096	0
test-1097	1
test-1098	1
test-1099	0
test-1100	1
test-1101	1
test-1102	0
test-1103	0
test-1104	1
test-1105	1
test-1106	0
test-1107	0
test-1108	0
test-1109	1
test-1110	0
test-1111	0
test-1112	0
test-1113	1
test-1114	1
test-1115	1
test-1116	1
test-1117	1
test-1118	1
test-1119	1
test-1120	1
test-1121	1
test-1122	0
test-1123	1
test-1124	0
test-1125	0
test-1126	1
test-1127	1
test-1128	0
test-1129	1
test-1130	0
test-1131	1
test-1132	1
test-1133	0
test-1134	1
test-1135	1
test-1136	0
test-1137	1
test-1138	0
test-1139	1
test-1140	0
test-1141	0
test-1142	1
test-1143	1
test-1144	1
test-1145	1
test-1146	1
test-1147	0
test-1148	1
test-1149	1
test-1150	0
test-1151	0
test-1152	1
test-1153	0
test-1154	1
test-1155	1
test-1156	0
test-1157	0
test-1158	0
test-1159	0
test-1160	0
test-1161	1
test-1162	0
test-1163	1
test-1164	1
test-1165	1
test-1166	0
test-1167	1
test-1168	1
test-1169	0
test-1170	0
test-1171	0
test-1172	1
test-1173	1
test-1174	0
test-1175	0
test-1176	1
test-1177	0
test-1178	1
test-1179	0
test-1180	0
test-1181	0
test-1182	1
test-1183	0
test-1184	1
test-1185	1
test-1186	0
test-1187	1
test-1188	1
test-1189	1
test-1190	0
test-1191	0
test-1192	1
test-1193	0
test-1194	1
test-1195	0
test-1196	1
test-1197	1
test-1198	0
test-1199	0
test-1200	1
test-1201	1
test-1202	0
test-1203	1
test-1204	1
test-1205	0
test-1206	1
test-1207	0
test-1208	0
test-1209	0
test-1210	1
test-1211	1
test-1212	0
test-1213	1
test-1214	1
test-1215	1
test-1216	0
test-1217	0
test-1218	0
test-1219	1
test-1220	1
test-1221	0
test-1222	0
test-1223	0
test-1224	1
test-1225	0
test-1226	0
test-1227	1
test-1228	0
test-1229	0
test-1230	0
test-1231	0
test-1232	1
test-1233	1
test-1234	1
test-1235	1
test-1236	1
test-1237	0
test-1238	0
test-1239	1
test-1240	1
test-1241	1
test-1242	1
test-1243	1
test-1244	1
test-1245	1
test-1246	1
test-1247	0
test-1248	1
test-1249	1
test-1250	0
test-1251	0
test-1252	0
test-1253	0
test-1254	1
test-1255	1
test-1256	1
test-1257	1
test-1258	0
test-1259	1
test-1260	1
test-1261	0
test-1262	0
test-1263	1
test-1264	1
test-1265	0
test-1266	0
test-1267	0
test-1268	1
test-1269	1
test-1270	1
test-1271	0
test-1272	0
test-1273	1
test-1274	0
test-1275	0
test-1276	0
test-1277	0
test-1278	0
test-1279	1
test-1280	1
test-1281	1
test-1282	1
test-1283	1
test-1284	1
test-1285	1
test-1286	1
test-1287	0
test-1288	1
test-1289	0
test-1290	1
test-1291	0
test-1292	1
test-1293	1
test-1294	1
test-1295	1
test-1296	0
test-1297	1
test-1298	0
test-1299	0
test-1300	1
test-1301	0
test-1302	1
test-1303	1
test-1304	0
test-1305	1
test-1306	0
test-1307	1
test-1308	1
test-1309	0
test-1310	1
test-1311	1
test-1312	0
test-1313	0
test-1314	0
test-1315	1
test-1316	1
test-1317	1
test-1318	1
test-1319	0
test-1320	1
test-1321	1
test-1322	0
test-1323	1
test-1324	1
test-1325	1
test-1326	0
test-1327	0
test-1328	0
test-1329	1
test-1330	1
test-1331	0
test-1332	1
test-1333	1
test-1334	0
test-1335	0
test-1336	0
test-1337	1
test-1338	0
test-1339	1
test-1340	0
test-1341	1
test-1342	1
test-1343	0
test-1344	0
test-1345	0
test-1346	0
test-1347	1
test-1348	0
test-1349	0
test-1350	0
test-1351	1
test-1352	1
test-1353	1
test-1354	1
test-1355	0
test-1356	1
test-1357	0
test-1358	0
test-1359	1
test-1360	0
test-1361	1
test-1362	1
test-1363	1
test-1364	0
test-1365	0
test-1366	0
test-1367	1
test-1368	1
test-1369	1
test-1370	1
test-1371	1
test-1372	1
test-1373	1
test-1374	1
test-1375	1
test-1376	0
test-1377	0
test-1378	1
test-1379	0
test-1380	0
test-1381	0
test-1382	0
test-1383	0
test-1384	1
test-1385	1
test-1386	1
test-1387	0
test-1388	0
test-1389	1
test-1390	1
test-1391	0
test-1392	0
test-1393	1
test-1394	0
test-1395	1
test-1396	0
test-1397	0
test-1398	1
test-1399	0
test-1400	1
test-1401	1
test-1402	1
test-1403	0
test-1404	0
test-1405	1
test-1406	0
test-1407	1
test-1408	1
test-1409	0
test-1410	0
test-1411	0
test-1412	1
test-1413	1
test-1414	0
test-1415	1
test-1416	0
test-1417	1
test-1418	0
test-1419	1
test-1420	0
test-1421	1
test-1422	0
test-1423	0
test-1424	0
test-1425	1
test-1426	1
test-1427	1
test-1428	0
test-1429	1
test-1430	1
test-1431	1
test-1432	0
test-1433	0
test-1434	0
test-1435	0
test-1436	0
test-1437	1
test-1438	1
test-1439	1
test-1440	1
test-1441	1
test-1442	0
test-1443	0
test-1444	0
test-1445	1
test-1446	1
test-1447	1
test-1448	1
test-1449	0
test-1450	1
test-1451	0
test-1452	0
test-1453	1
test-1454	0
test-1455	0
test-1456	0
test-1457	1
test-1458	1
test-1459	0
test-1460	1
test-1461	0
test-1462	0
test-1463	1
test-1464	0
test-1465	1
test-1466	0
test-1467	0
test-1468	0
test-1469	1
test-1470	1
test-1471	1
test-1472	0
test-1473	0
test-1474	1
test-1475	0
test-1476	0
test-1477	1
test-1478	1
test-1479	1
test-1480	1
test-1481	1
test-1482	0
test-1483	1
test-1484	0
test-1485	1
test-1486	1
test-1487	0
test-1488	1
test-1489	1
test-1490	1
test-1491	1
test-1492	1
test-1493	0
test-1494	1
test-1495	1
test-1496	1
test-1497	1
test-1498	0
test-1499	0
test-1500	0
test-1501	0
test-1502	0
test-1503	0
test-1504	1
test-1505	1
test-1506	1
test-1507	0
test-1508	0
test-1509	0
test-1510	1
test-1511	0
test-1512	0
test-1513	0
test-1514	0
test-1515	1
test-1516	0
test-1517	1
test-1518	1
test-1519	1
test-1520	1
test-1521	1
test-1522	0
test-1523	1
test-1524	0
test-1525	0
test-1526	1
test-1527	1
test-1528	1
test-1529	0
test-1530	1
test-1531	1
test-1532	0
test-1533	0
test-1534	0
test-1535	1
test-1536	0
test-1537	0
test-1538	0
test-1539	0
test-1540	1
test-1541	1
test-1542	0
test-1543	0
test-1544	0
test-1545	0
test-1546	1
test-1547	1
test-1548	0
test-1549	1
test-1550	1
test-1551	0
test-1552	0
test-1553	0
test-1554	1
test-1555	1
test-1556	0
test-1557	0
test-1558	1
test-1559	0
test-1560	1
test-1561	1
test-1562	1
test-1563	1
test-1564	1
test-1565	0
test-1566	0
test-1567	1
test-1568	0
test-1569	1
test-1570	1
test-1571	0
test-1572	0
test-1573	0
test-1574	1
test-1575	0
test-1576	1
test-1577	1
test-1578	1
test-1579	0
test-1580	1
test-1581	1
test-1582	0
test-1583	1
test-1584	1
test-1585	1
test-1586	0
test-1587	1
test-1588	0
test-1589	0
test-1590	1
test-1591	1
test-1592	1
test-1593	0
test-1594	1
test-1595	1
test-1596	0
test-1597	0
test-1598	1
test-1599	1
test-1600	0
test-1601	1
test-1602	1
test-1603	1
test-1604	0
test-1605	1
test-1606	1
test-1607	0
test-1608	1
test-1609	1
test-1610	1
test-1611	0
test-1612	0
test-1613	1
test-1614	0
test-1615	1
test-1616	1
test-1617	1
test-1618	0
test-1619	0
test-1620	0
test-1621	0
test-1622	1
test-1623	1
test-1624	0
test-1625	1
test-1626	1
test-1627	0
test-1628	1
test-1629	1
test-1630	1
test-1631	0
test-1632	0
test-1633	0
test-1634	0
test-1635	0
test-1636	0
test-1637	1
test-1638	1
test-1639	0
test-1640	1
test-1641	1
test-1642	0
test-1643	0
test-1644	0
test-1645	1
test-1646	1
test-1647	1
test-1648	1
test-1649	0
test-1650	1
test-1651	0
test-1652	1
test-1653	1
test-1654	0
test-1655	0
test-1656	0
test-1657	0
test-1658	1
test-1659	1
test-1660	1
test-1661	1
test-1662	0
test-1663	1
test-1664	0
test-1665	1
test-1666	1
test-1667	1
test-1668	1
test-1669	1
test-1670	0
test-1671	1
test-1672	1
test-1673	0
test-1674	0
test-1675	1
test-1676	0
test-1677	0
test-1678	0
test-1679	0
test-1680	1
test-1681	1
test-1682	1
test-1683	1
test-1684	0
test-1685	0
test-1686	1
test-1687	0
test-1688	0
test-1689	1
test-1690	1
test-1691	1
test-1692	1
test-1693	0
test-1694	0
test-1695	1
test-1696	0
test-1697	0
test-1698	0
test-1699	0
test-1700	0
test-1701	0
test-1702	1
test-1703	0
test-1704	1
test-1705	0
test-1706	1
test-1707	1
test-1708	1
test-1709	0
test-1710	0
test-1711	1
test-1712	1
test-1713	1
test-1714	1
test-1715	1
test-1716	1
test-1717	0
test-1718	1
test-1719	1
test-1720	1
test-1721	1
test-1722	1
test-1723	0
test-1724	1
test-1725	0
test-1726	1
test-1727	1
test-1728	1
test-1729	0
test-1730	1
test-1731	0
test-1732	1
test-1733	0
test-1734	1
test-1735	0
test-1736	0
test-1737	1
test-1738	0
test-1739	1
test-1740	1
test-1741	1
test-1742	0
test-1743	1
test-1744	1
test-1745	1
test-1746	1
test-1747	0
test-1748	0
test-1749	1
test-1750	0
test-1751	0
test-1752	1
test-1753	1
test-1754	0
test-1755	1
test-1756	0
test-1757	1
test-1758	0
test-1759	1
test-1760	0
test-1761	1
test-1762	1
test-1763	0
test-1764	0
test-1765	1
test-1766	1
test-1767	0
test-1768	1
test-1769	0
test-1770	1
test-1771	1
test-1772	0
test-1773	0
test-1774	1
test-1775	1
test-1776	1
test-1777	1
test-1778	0
test-1779	0
test-1780	0
test-1781	0
test-1782	0
test-1783	0
test-1784	1
test-1785	1
test-1786	1
test-1787	1
test-1788	0
test-1789	0
test-1790	0
test-1791	1
test-1792	0
test-1793	1
test-1794	1
test-1795	0
test-1796	0
test-1797	1
test-1798	1
test-1799	1
test-1800	0
test-1801	1
test-1802	1
test-1803	1
test-1804	1
test-1805	0
test-1806	1
test-1807	0
test-1808	0
test-1809	0
test-1810	0
test-1811	1
test-1812	0
test-1813	1
test-1814	1
test-1815	1
test-1816	1
test-1817	0
test-1818	0
test-1819	1
test-1820	0
test-1821	1
test-1822	1
test-1823	0
test-1824	0
test-1825	1
test-1826	0
test-1827	0
test-1828	1
test-1829	1
test-1830	1
test-1831	0
test-1832	1
test-1833	1
test-1834	0
test-1835	1
test-1836	1
test-1837	0
test-1838	1
test-1839	1
test-1840	1
test-1841	0
test-1842	0
test-1843	0
test-1844	0
test-1845	0
test-1846	0
test-1847	0
test-1848	0
test-1849	0
test-1850	1
test-1851	0
test-1852	1
test-1853	0
test-1854	0
test-1855	1
test-1856	0
test-1857	0
test-1858	0
test-1859	0
test-1860	1
test-1861	1
test-1862	1
test-1863	0
test-1864	1
test-1865	1
test-1866	0
test-1867	1
test-1868	0
test-1869	0
test-1870	1
test-1871	0
test-1872	1
test-1873	1
test-1874	1
test-1875	1
test-1876	0
test-1877	1
test-1878	1
test-1879	0
test-1880	0
test-1881	1
test-1882	0
test-1883	1
test-1884	1
test-1885	0
test-1886	0
test-1887	0
test-1888	0
test-1889	0
test-1890	1
test-1891	1
test-1892	1
test-1893	0
test-1894	1
test-1895	1
test-1896	0
test-1897	0
test-1898	0
test-1899	1
test-1900	1
test-1901	1
test-1902	1
test-1903	0
test-1904	0
test-1905	0
test-1906	1
test-1907	1
test-1908	1
test-1909	1
test-1910	0
test-1911	1
test-1912	0
test-1913	1
test-1914	0
test-1915	1
test-1916	1
test-1917	0
test-1918	0
test-1919	1
test-1920	1
test-1921	1
test-1922	0
test-1923	1
test-1924	1
test-1925	1
test-1926	1
test-1927	0
test-1928	0
test-1929	1
test-1930	1
test-1931	0
test-1932	1
test-1933	1
test-1934	1
test-1935	1
test-1936	0
test-1937	0
test-1938	0
test-1939	1
test-1940	1
test-1941	0
test-1942	1
test-1943	0
test-1944	0
test-1945	1
test-1946	1
test-1947	1
test-1948	1
test-1949	1
test-1950	1
test-1951	0
test-1952	1
test-1953	1
test-1954	1
test-1955	1
test-1956	1
test-1957	1
test-1958	0
test-1959	1
test-1960	0
test-1961	0
test-1962	0
test-1963	1
test-1964	0
test-1965	0
test-1966	0
test-1967	1
test-1968	1
test-1969	0
test-1970	0
test-1971	0
test-1972	0
test-1973	0
test-1974	1
test-1975	1
test-1976	1
test-1977	1
test-1978	1
test-1979	1
test-1980	1
test-1981	1
test-1982	0
test-1983	1
test-1984	0
test-1985	1
test-1986	1
test-1987	0
test-1988	1
test-1989	1
test-1990	0
test-1991	0
test-1992	1
test-1993	0
test-1994	1
test-1995	0
test-1996	1
test-1997	1
test-1998	0
test-1999	0
test-2000	0
test-2001	1
test-2002	1
test-2003	1
test-2004	1
test-2005	0
test-2006	1
test-2007	1
test-2008	0
test-2009	0
test-2010	1
test-2011	0
test-2012	1
test-2013	0
test-2014	0
test-2015	1
test-2016	0
test-2017	1
test-2018	0
test-2019	0
test-2020	1
test-2021	0
test-2022	0
test-2023	0
test-2024	0
test-2025	1
test-2026	1
test-2027	0
test-2028	1
test-2029	1
test-2030	1
test-2031	1
test-2032	1
test-2033	1
test-2034	1
test-2035	1
test-2036	1
test-2037	0
test-2038	0
test-2039	0
test-2040	0
test-2041	1
test-2042	0
test-2043	1
test-2044	1
test-2045	0
test-2046	0
test-2047	1
test-2048	0
test-2049	1
test-2050	0
test-2051	0
test-2052	1
test-2053	0
test-2054	0
test-2055	1
test-2056	1
test-2057	0
test-2058	1
test-2059	0
test-2060	0
test-2061	1
test-2062	1
test-2063	1
test-2064	1
test-2065	0
test-2066	0
test-2067	1
test-2068	1
test-2069	1
test-2070	0
test-2071	1
test-2072	0
test-2073	1
test-2074	1
test-2075	1
test-2076	1
test-2077	1
test-2078	1
test-2079	1
test-2080	1
test-2081	0
test-2082	1
test-2083	1
test-2084	0
test-2085	1
test-2086	0
test-2087	0
test-2088	1
test-2089	1
test-2090	1
test-2091	1
test-2092	0
test-2093	0
test-2094	0
test-2095	0
test-2096	0
test-2097	0
test-2098	1
test-2099	1
test-2100	0
test-2101	0
test-2102	1
test-2103	1
test-2104	0
test-2105	0
test-2106	1
test-2107	0
test-2108	0
test-2109	1
test-2110	0
test-2111	0
test-2112	0
test-2113	1
test-2114	0
test-2115	0
test-2116	1
test-2117	1
test-2118	0
test-2119	0
test-2120	0
test-2121	0
test-2122	0
test-2123	1
test-2124	0
test-2125	1
test-2126	1
test-2127	0
test-2128	0
test-2129	1
test-2130	0
test-2131	1
test-2132	0
test-2133	1
test-2134	1
test-2135	0
test-2136	1
test-2137	0
test-2138	0
test-2139	0
test-2140	1
test-2141	1
